Hilo International   ITO   |USAir|02:45|18|
Atlanta Hartsfield Jackson Int.   ATL   |American|11:35|19|
Dickinson Theodore Roosevelt Regional   DIK   |AirCanada|14:48|19|
New York Newark Liberty Int.  EWR   |Continental|08:28|6|
Long Beach   LGB   |United|19:02|12|
Kahului Maui   OGG   |United|18:22|12|
Prescott Municipal  (Ernest A. Love Field)  PRC   |Northwest|13:45|16|
New Orleans Louis Armstrong   MSY   |Skywest|06:35|14|
Buffalo Niagara International   BUF   |Alaska|21:58|13|
Chicago Midway International   MDW   |Southwest|10:37|7|
Billings Logan International   BIL   |Southwest|18:10|3|
Piedmont Triad International   GSO   |American|05:29|12|
Burlington International   BTV   |USAir|15:56|1|
Providence T.F. Green   PVD   |Alaska|08:50|18|
Anchorage Ted Stevens International   ANC   |USAir|20:11|16|
Orlando International   MCO   |United|15:20|5|
Baltimore Washington International   BWI   |Alaska|12:39|6|
Dodge City Regional   DDC   |Alaska|02:45|10|
Salt Lake City International   SLC   |Continental|22:53|13|
Kona International  at Keahole  KOA   |American|14:37|19|
Salt Lake City International   SLC   |AirCanada|20:20|15|
Tucson International   TUS   |Skywest|22:32|6|
Alliance Municipal   AIA   |Skywest|21:29|7|
Palm Beach International   PBI   |United|18:23|11|
Sierra Vista Municipal   FHU   |USAir|12:57|11|
Portsmouth International   PSM   |Continental|15:36|5|
Houston George Bush Intercont.  IAH   |USAir|11:50|18|
Orlando International   MCO   |United|19:42|18|
San Francisco Int.   SFO   |United|18:32|9|
Los Angeles International   LAX   |United|06:08|12|
Gallup Municipal   GUP   |USAir|00:38|12|
Sarasota Bradenton Int.   SRQ   |United|14:27|16|
Lihue   LIH   |AirCanada|19:52|6|
Minneapolis / St. Paul Int.   MSP   |Southwest|11:12|19|
Cortez Municipal   CEZ   |AirCanada|16:16|5|
Oakland International   OAK   |Southwest|07:55|6|
Orange County John Wayne   SNA   |AirCanada|07:22|7|
Dickinson Theodore Roosevelt Regional   DIK   |American|06:00|7|
Kahului Maui   OGG   |Southwest|07:42|16|
Alamosa County   ALS   |Continental|01:26|12|
Orlando International   MCO   |Alaska|21:32|18|
Detroit Metropolitan Wayne County  DTW   |AirCanada|04:05|8|
Cheyenne Regional   CYS   |Continental|01:00|18|
Buffalo Niagara International   BUF   |AirCanada|08:15|14|
Alamosa County   ALS   |Delta|20:36|15|
Las Vegas McCarran Int.   LAS   |Southwest|07:35|13|
New Orleans Louis Armstrong   MSY   |Alaska|06:39|17|
Cortez Municipal   CEZ   |AirCanada|22:22|14|
Port Columbus International   CMH   |AirCanada|21:57|3|
St. Louis Lambert Int.   STL   |Southwest|15:13|6|
Raleigh-Durham International   RDU   |American|01:39|16|
Buffalo Niagara International   BUF   |Northwest|11:43|13|
Lanai   LNY   |Continental|03:21|14|
Oakland International   OAK   |Continental|18:23|10|
Baltimore Washington International   BWI   |Skywest|16:20|7|
Sacramento International   SMF   |Continental|14:51|5|
Salt Lake City International   SLC   |Northwest|08:43|8|
Albuquerque International Sunport   ABQ   |Northwest|18:42|2|
Orange County John Wayne   SNA   |Northwest|04:08|16|
Honolulu International   HNL   |American|07:41|9|
Bellingham International   BLI   |United|18:08|11|
Washington Dulles Int.   IAD   |Continental|21:44|18|
Fort Myers International   RSW   |Delta|12:09|1|
Reno Tahoe International   RNO   |Alaska|10:33|8|
New York - LaGuardia   LGA   |AirCanada|15:14|8|
Buffalo Niagara International   BUF   |Alaska|11:19|4|
Cortez Municipal   CEZ   |Northwest|13:55|2|
Lihue   LIH   |Continental|20:57|6|
Alamosa County   ALS   |AirCanada|10:08|9|
Minneapolis / St. Paul Int.   MSP   |USAir|15:24|8|
Alamosa County   ALS   |American|20:53|9|
New York - LaGuardia   LGA   |Northwest|14:11|4|
Alamosa County   ALS   |Continental|19:24|15|
Miami International   MIA   |AirCanada|00:22|5|
Orlando Sanford International   SFB   |Delta|08:20|7|
Dodge City Regional   DDC   |Skywest|05:09|16|
Clovis Municipal   CVN   |United|15:25|9|
Prescott Municipal  (Ernest A. Love Field)  PRC   |American|13:50|14|
Brookings Regional   BKX   |Southwest|09:42|11|
Tucson International   TUS   |American|03:19|13|
Philidelphia Int.   PHL   |Skywest|18:22|10|
Billings Logan International   BIL   |Southwest|14:11|14|
Dodge City Regional   DDC   |Continental|13:14|16|
Alliance Municipal   AIA   |Continental|12:35|3|
Honolulu International   HNL   |AirCanada|16:17|19|
Orlando International   MCO   |AirCanada|13:49|6|
Las Vegas McCarran Int.   LAS   |Continental|11:14|3|
Gallup Municipal   GUP   |Delta|21:11|9|
Jacksonville   JAX   |USAir|20:41|10|
Port Columbus International   CMH   |Delta|22:13|18|
Bellingham International   BLI   |Continental|21:21|11|
Charlotte Douglas International   CLT   |United|00:33|18|
Alliance Municipal   AIA   |Continental|13:12|1|
Washington Dulles Int.   IAD   |Alaska|05:26|9|
Reno Tahoe International   RNO   |Delta|22:57|13|
Four Corners Regional   FMN   |Continental|10:44|19|
Buffalo Niagara International   BUF   |Delta|20:14|11|
Atlanta Hartsfield Jackson Int.   ATL   |Skywest|21:07|19|
Los Angeles Ontario Int.   ONT   |Delta|18:40|4|
Brookings Regional   BKX   |Northwest|03:13|12|
Tucson International   TUS   |Continental|19:39|11|
Houston George Bush Intercont.  IAH   |Alaska|19:05|17|
Lanai   LNY   |Continental|07:13|17|
Detroit Metropolitan Wayne County  DTW   |Alaska|07:07|16|
Houston Hobby   HOU   |Delta|22:04|1|
Chicago O'Hare International   ORD   |Southwest|16:18|15|
Los Angeles Ontario Int.   ONT   |Delta|13:54|13|
Baltimore Washington International   BWI   |American|21:48|14|
Port Columbus International   CMH   |Continental|14:25|13|
Raleigh-Durham International   RDU   |Northwest|05:16|4|
Huron Regional   HON   |Delta|19:06|5|
Sarasota Bradenton Int.   SRQ   |USAir|00:58|6|
Palm Springs International   PSP   |AirCanada|22:21|3|
Honolulu International   HNL   |AirCanada|16:13|3|
Richmond International   RIC   |Northwest|18:29|13|
Portland International Jetport  PWM   |Delta|06:31|5|
Kahului Maui   OGG   |American|16:11|9|
Bellingham International   BLI   |Continental|11:33|2|
Huron Regional   HON   |Southwest|16:07|6|
Los Angeles International   LAX   |Continental|15:20|10|
Stewart International   SWF   |Continental|05:07|2|
Houston George Bush Intercont.  IAH   |American|01:55|2|
Kansas City International   MCI   |Alaska|14:18|3|
Bellingham International   BLI   |American|12:18|17|
Washington Dulles Int.   IAD   |Northwest|17:15|16|
Fort Myers International   RSW   |American|13:49|3|
Cheyenne Regional   CYS   |AirCanada|13:23|6|
Sarasota Bradenton Int.   SRQ   |USAir|10:48|7|
Dodge City Regional   DDC   |Delta|04:50|8|
Las Vegas McCarran Int.   LAS   |United|07:19|7|
Cheyenne Regional   CYS   |AirCanada|12:07|13|
Alliance Municipal   AIA   |American|10:17|19|
Dallas Love Field   DAL   |United|20:50|6|
Kansas City International   MCI   |Delta|13:23|14|
Sierra Vista Municipal   FHU   |Alaska|01:04|10|
Orlando International   MCO   |Southwest|20:32|8|
Lanai   LNY   |United|12:13|15|
Denver International   DEN   |AirCanada|21:09|15|
Syracuse Hancock International   SYR   |Continental|05:51|12|
Anchorage Ted Stevens International   ANC   |United|05:25|9|
Burlington International   BTV   |Southwest|22:42|4|
Dickinson Theodore Roosevelt Regional   DIK   |Northwest|12:38|13|
Jacksonville   JAX   |United|03:08|2|
Denver International   DEN   |Alaska|07:46|15|
Washington Dulles Int.   IAD   |American|09:56|7|
Chadron Municipal   CDR   |Continental|21:29|5|
Detroit Metropolitan Wayne County  DTW   |Northwest|14:38|17|
Greater Rochester International   ROC   |United|17:09|6|
Bellingham International   BLI   |Continental|22:55|14|
Alamosa County   ALS   |United|19:15|7|
Providence T.F. Green   PVD   |AirCanada|04:36|17|
Burbank Bob Hope   BUR   |Skywest|08:42|8|
Gallup Municipal   GUP   |USAir|16:17|19|
Portland International Jetport  PWM   |Skywest|04:22|2|
Baltimore Washington International   BWI   |USAir|22:27|5|
Salt Lake City International   SLC   |Skywest|17:50|5|
Palm Springs International   PSP   |Southwest|16:44|17|
Charlotte Douglas International   CLT   |Northwest|04:17|11|
Fort Lauderdale Hollywood Int.  FLL   |American|07:42|6|
Alliance Municipal   AIA   |Northwest|21:47|5|
Albuquerque International Sunport   ABQ   |United|22:11|17|
Philidelphia Int.   PHL   |Southwest|07:46|5|
Raleigh-Durham International   RDU   |Southwest|22:55|4|
Fresno Yosemite International   FAT   |Continental|13:34|4|
Port Columbus International   CMH   |USAir|01:44|14|
New York - LaGuardia   LGA   |Northwest|18:26|9|
Long Beach   LGB   |AirCanada|09:06|18|
Orlando Sanford International   SFB   |Alaska|15:17|9|
Austin Bergstrom International   AUS   |AirCanada|01:04|16|
Cheyenne Regional   CYS   |USAir|20:34|16|
Houston Hobby   HOU   |Continental|12:30|1|
Palm Springs International   PSP   |AirCanada|10:35|2|
Burbank Bob Hope   BUR   |American|03:13|10|
Cortez Municipal   CEZ   |United|15:43|6|
Albuquerque International Sunport   ABQ   |Skywest|00:12|3|
Dickinson Theodore Roosevelt Regional   DIK   |American|13:39|3|
Detroit Metropolitan Wayne County  DTW   |American|12:10|11|
Richmond International   RIC   |Alaska|01:03|16|
Long Beach   LGB   |Alaska|10:34|1|
Greater Rochester International   ROC   |American|08:56|17|
Chicago Midway International   MDW   |American|04:15|18|
Jacksonville   JAX   |Skywest|04:40|7|
Prescott Municipal  (Ernest A. Love Field)  PRC   |United|06:52|13|
Dickinson Theodore Roosevelt Regional   DIK   |Alaska|21:13|5|
Brookings Regional   BKX   |Alaska|07:11|8|
St. Augustine/St. Johns County   SGJ   |AirCanada|13:56|6|
Albuquerque International Sunport   ABQ   |AirCanada|08:38|8|
Dodge City Regional   DDC   |United|22:22|14|
Houston Hobby   HOU   |USAir|16:30|6|
Orlando Sanford International   SFB   |Northwest|18:52|9|
Phoenix Sky Harbor Int.   PHX   |Alaska|13:38|16|
Cheyenne Regional   CYS   |USAir|07:48|18|
Chicago O'Hare International   ORD   |USAir|09:53|1|
Sacramento International   SMF   |Northwest|14:29|2|
Syracuse Hancock International   SYR   |Skywest|16:24|16|
Oakland International   OAK   |Northwest|14:26|14|
Clovis Municipal   CVN   |Continental|01:37|19|
Dickinson Theodore Roosevelt Regional   DIK   |Alaska|15:05|4|
Chicago O'Hare International   ORD   |Delta|16:21|8|
Lanai   LNY   |American|03:35|4|
Fresno Yosemite International   FAT   |United|07:37|3|
Burbank Bob Hope   BUR   |Skywest|06:43|1|
San Jose Norman Y. Mineta International   SJC   |Skywest|16:00|13|
Oakland International   OAK   |Southwest|08:16|11|
Los Angeles Ontario Int.   ONT   |Continental|05:58|3|
Chicago O'Hare International   ORD   |United|14:32|4|
Kansas City International   MCI   |USAir|22:24|5|
Atlanta Hartsfield Jackson Int.   ATL   |Northwest|21:35|16|
Brookings Regional   BKX   |Alaska|20:43|2|
Portland International Jetport  PWM   |Skywest|10:57|19|
Four Corners Regional   FMN   |Northwest|02:46|17|
Syracuse Hancock International   SYR   |Northwest|04:03|7|
Sarasota Bradenton Int.   SRQ   |United|08:09|1|
Piedmont Triad International   GSO   |American|20:43|18|
Dodge City Regional   DDC   |American|17:57|1|
Fort Lauderdale Hollywood Int.  FLL   |Alaska|05:25|10|
San Jose Norman Y. Mineta International   SJC   |Southwest|08:09|7|
Seattle Tacoma Int.   SEA   |Continental|18:20|1|
Burlington International   BTV   |United|01:29|11|
Jacksonville   JAX   |American|01:07|19|
Stewart International   SWF   |Continental|17:22|9|
Albuquerque International Sunport   ABQ   |Southwest|15:15|19|
Chicago O'Hare International   ORD   |USAir|15:04|11|
San Diego International   SAN   |USAir|19:50|17|
Seattle Tacoma Int.   SEA   |Northwest|13:25|18|
Cortez Municipal   CEZ   |American|13:57|5|
Stewart International   SWF   |AirCanada|11:12|4|
New York Newark Liberty Int.  EWR   |Skywest|15:03|4|
Billings Logan International   BIL   |Skywest|16:35|13|
Gallup Municipal   GUP   |American|01:19|5|
Richmond International   RIC   |Skywest|11:07|3|
Boston Logan International   BOS   |Alaska|22:29|3|
Las Vegas McCarran Int.   LAS   |Delta|00:36|10|
Chicago O'Hare International   ORD   |American|22:32|18|
Salt Lake City International   SLC   |Continental|00:30|11|
Piedmont Triad International   GSO   |Northwest|04:36|8|
Cheyenne Regional   CYS   |Delta|21:38|16|
Nashville International   BNA   |Continental|05:06|18|
Aberdeen Regional   ABR   |Delta|05:09|1|
Fort Lauderdale Hollywood Int.  FLL   |Continental|13:42|4|
Brookings Regional   BKX   |Northwest|22:22|5|
